artist_id,id,country_code,channel_slug,retailer,sellable_type,sellable_id,period,Total,year_month
148199,637823305,TH,streaming,Youtube Music,Track,537434,20/06/2023 00:00:00,"0,001044046",2023-06
148199,673345130,AR,streaming,YouTube_User Generated Content,Track,531826,01/10/2021 00:00:00,"0,000439537",2021-10
148199,673345146,PY,streaming,YouTube_User Generated Content,Track,531826,01/11/2021 00:00:00,"0,000015073",2021-11
148199,792395043,US,streaming,Apple Music,Track,537332,02/02/2024 00:00:00,"0,07411483",2024-02
148199,758155993,NO,streaming,YouTube Music,Track,532084,01/09/2021 00:00:00,"0,000440279",2021-09
148199,638004232,US,streaming,Youtube Music,Track,518713,09/06/2023 00:00:00,"0,014892295",2023-06
148199,628368082,TN,streaming,Anghami,Track,531254,01/01/2022 00:00:00,"0,006450445",2022-01
148199,637823377,GB,streaming,Youtube Music,Track,537427,27/06/2023 00:00:00,"0,013673428",2023-06
148199,673345194,BO,streaming,YouTube_User Generated Content,Track,531826,01/11/2021 00:00:00,"0,000020651",2021-11
148199,638004356,TR,streaming,Youtube Music,Track,517816,05/06/2023 00:00:00,"0,001231064",2023-06
148199,792395083,US,streaming,Apple Music,Track,537385,02/02/2024 00:00:00,"0,049125435",2024-02
148199,792395088,US,streaming,Apple Music,Track,537287,02/02/2024 00:00:00,"0,098250869",2024-02
148199,638004383,ES,streaming,Youtube Music,Track,537462,09/06/2023 00:00:00,"0,0092281",2023-06
148199,638004387,CL,streaming,Youtube Music,Track,537449,17/06/2023 00:00:00,"0,001575827",2023-06
148199,638004395,CL,streaming,Youtube Music,Track,537287,17/06/2023 00:00:00,"0,001575827",2023-06
148199,792395095,US,streaming,Apple Music,Track,537410,02/02/2024 00:00:00,"0,407039316",2024-02
148199,628368133,LB,streaming,Anghami,Track,531495,01/03/2022 00:00:00,"0,010949961",2022-03
148199,635619735,MX,streaming,Trebel,Track,518495,01/07/2021 00:00:00,"0,001370797",2021-07
148199,792395118,US,streaming,Apple Music,Track,537381,02/02/2024 00:00:00,"0,007017919",2024-02
148199,793246006,TR,streaming,Dogan Turkey,Track,531625,01/01/2022 00:00:00,"-0,002038825",2022-01
148199,637823549,UA,streaming,Youtube Music,Track,537427,06/06/2023 00:00:00,"0,000806615",2023-06
148199,637823576,NZ,streaming,Youtube Music,Track,517990,14/06/2023 00:00:00,"0,005055981",2023-06
148199,628368181,AE,streaming,Anghami,Track,531254,01/01/2022 00:00:00,"0,009351671",2022-01
148199,634352186,CA,streaming,Youtube Music,Track,518486,30/08/2023 00:00:00,"0,004202583",2023-08
